username,num_ratings,bitdepth,description,license,tags,url,preview-hq-ogg,avg_rating,channels,type,duration,experiment_url,samplerate,preview-hq-mp3,bitrate,id,name
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106609/,https://www.freesound.org/data/previews/106/106609_62484-hq.ogg,0.0,2,wav,12.3646258503,http://kyoto.let.vu.nl/~miltenburg/sounds/106609.mp3,44100.0,https://www.freesound.org/data/previews/106/106609_62484-hq.mp3,2117,106609,drum9.wav
zerolagtime,1,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  This sounds like a washer rocking in place.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine rocking steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106608/,https://www.freesound.org/data/previews/106/106608_62484-hq.ogg,4.5,2,wav,9.60145124717,http://kyoto.let.vu.nl/~miltenburg/sounds/106608.mp3,44100.0,https://www.freesound.org/data/previews/106/106608_62484-hq.mp3,2117,106608,drum9-2.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  This is a pair of tennis shoes flopping inside an empty washer.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine shoes steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106607/,https://www.freesound.org/data/previews/106/106607_62484-hq.ogg,0.0,2,wav,32.6820861678,http://kyoto.let.vu.nl/~miltenburg/sounds/106607.mp3,44100.0,https://www.freesound.org/data/previews/106/106607_62484-hq.mp3,2117,106607,drum8.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,washing bong dryer machine steel thump beat washer,https://www.freesound.org/people/zerolagtime/sounds/106606/,https://www.freesound.org/data/previews/106/106606_62484-hq.ogg,0.0,2,wav,15.9753287982,http://kyoto.let.vu.nl/~miltenburg/sounds/106606.mp3,44100.0,https://www.freesound.org/data/previews/106/106606_62484-hq.mp3,2117,106606,drum7.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  Sound like a slightly off-balance washer just making lots of noise.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,washing bong dryer thump beat rocking steel machine washer,https://www.freesound.org/people/zerolagtime/sounds/106604/,https://www.freesound.org/data/previews/106/106604_62484-hq.ogg,0.0,2,wav,37.4189569161,http://kyoto.let.vu.nl/~miltenburg/sounds/106604.mp3,44100.0,https://www.freesound.org/data/previews/106/106604_62484-hq.mp3,2117,106604,drum5.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds. This sounds like something mechanical is due to explode any moment because it is beating like crazy.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine psychotic steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106603/,https://www.freesound.org/data/previews/106/106603_62484-hq.ogg,0.0,2,wav,33.4367346939,http://kyoto.let.vu.nl/~miltenburg/sounds/106603.mp3,44100.0,https://www.freesound.org/data/previews/106/106603_62484-hq.mp3,2117,106603,drum4.wav
zerolagtime,2,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  A lopsided thumping.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat washing dryer machine steel thump washer bong,https://www.freesound.org/people/zerolagtime/sounds/106602/,https://www.freesound.org/data/previews/106/106602_62484-hq.ogg,2.5,2,wav,14.6169614512,http://kyoto.let.vu.nl/~miltenburg/sounds/106602.mp3,44100.0,https://www.freesound.org/data/previews/106/106602_62484-hq.mp3,2117,106602,drum3.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds. A lopsided thumping.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106601/,https://www.freesound.org/data/previews/106/106601_62484-hq.ogg,0.0,2,wav,19.7485714286,http://kyoto.let.vu.nl/~miltenburg/sounds/106601.mp3,44100.0,https://www.freesound.org/data/previews/106/106601_62484-hq.mp3,2117,106601,drum2.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106600/,https://www.freesound.org/data/previews/106/106600_62484-hq.ogg,0.0,2,wav,34.8995918367,http://kyoto.let.vu.nl/~miltenburg/sounds/106600.mp3,44100.0,https://www.freesound.org/data/previews/106/106600_62484-hq.mp3,2117,106600,drum13.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  This is a washing machine that is rocking so badly that the transmission is throttling the speed (if it were a top-loader).
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,balance beat bong dryer machine off-balance rocking steel thump transmission washer washing,https://www.freesound.org/people/zerolagtime/sounds/106599/,https://www.freesound.org/data/previews/106/106599_62484-hq.ogg,0.0,2,wav,19.6673015873,http://kyoto.let.vu.nl/~miltenburg/sounds/106599.mp3,44100.0,https://www.freesound.org/data/previews/106/106599_62484-hq.mp3,2117,106599,drum12.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  Beating but more bass and not as much rattling.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106598/,https://www.freesound.org/data/previews/106/106598_62484-hq.ogg,0.0,2,wav,10.5186394558,http://kyoto.let.vu.nl/~miltenburg/sounds/106598.mp3,44100.0,https://www.freesound.org/data/previews/106/106598_62484-hq.mp3,2117,106598,drum11.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  Beating but more bass and not as much rattling.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine. ",http://creativecommons.org/licenses/by/3.0/,beat bong dryer machine steel thump washer washing,https://www.freesound.org/people/zerolagtime/sounds/106597/,https://www.freesound.org/data/previews/106/106597_62484-hq.ogg,0.0,2,wav,13.9319727891,http://kyoto.let.vu.nl/~miltenburg/sounds/106597.mp3,44100.0,https://www.freesound.org/data/previews/106/106597_62484-hq.mp3,2117,106597,drum10.wav
zerolagtime,0,24,"Rhythmic beating on the outside of a washing machine which is a great way to sound like a mechanical device is malfunctioning.  Lots of samples in this set with different rhythms, intensities, and speeds.  Basic thumping.
Recorded on a Yeti Blue microphone against a Frigidaire Affinity front-loading washing machine.  ",http://creativecommons.org/licenses/by/3.0/,washing bong dryer machine steel thump beat washer,https://www.freesound.org/people/zerolagtime/sounds/106596/,https://www.freesound.org/data/previews/106/106596_62484-hq.ogg,0.0,2,wav,25.8089795918,http://kyoto.let.vu.nl/~miltenburg/sounds/106596.mp3,44100.0,https://www.freesound.org/data/previews/106/106596_62484-hq.mp3,2117,106596,drum1.wav
Corsica_S,1,24,"A really strange FM patch that I made on my Nord Modular, he really has a mind of his own. This one rises and falls like slow sleeping robot snoring.",http://creativecommons.org/licenses/by/3.0/,fm funny glitch modular noise nord synth,https://www.freesound.org/people/Corsica_S/sounds/106576/,https://www.freesound.org/data/previews/106/106576_7037-hq.ogg,5.0,2,wav,3.3975,http://kyoto.let.vu.nl/~miltenburg/sounds/106576.mp3,48000.0,https://www.freesound.org/data/previews/106/106576_7037-hq.mp3,2304,106576,thruub2.wav
Corsica_S,0,24,"A really strange FM patch that I made on my Nord Modular, he really has a mind of his own. This one rises and falls like slow sleeping robot breathing.",http://creativecommons.org/licenses/by/3.0/,fm funny glitch modular noise nord synth,https://www.freesound.org/people/Corsica_S/sounds/106575/,https://www.freesound.org/data/previews/106/106575_7037-hq.ogg,0.0,2,wav,7.26639583333,http://kyoto.let.vu.nl/~miltenburg/sounds/106575.mp3,48000.0,https://www.freesound.org/data/previews/106/106575_7037-hq.mp3,2304,106575,thruub.wav
Corsica_S,0,24,"A really strange FM patch that I made on my Nord Modular, he really has a mind of his own.",http://creativecommons.org/licenses/by/3.0/,fm funny glitch modular noise nord synth,https://www.freesound.org/people/Corsica_S/sounds/106574/,https://www.freesound.org/data/previews/106/106574_7037-hq.ogg,0.0,2,wav,2.58227083333,http://kyoto.let.vu.nl/~miltenburg/sounds/106574.mp3,48000.0,https://www.freesound.org/data/previews/106/106574_7037-hq.mp3,2304,106574,olezicabi.wav
Corsica_S,2,24,"A really strange FM patch that I made on my Nord Modular, he really has a mind of his own.",http://creativecommons.org/licenses/by/3.0/,fm funny glitch modular noise nord synth,https://www.freesound.org/people/Corsica_S/sounds/106573/,https://www.freesound.org/data/previews/106/106573_7037-hq.ogg,4.5,2,wav,2.05575,http://kyoto.let.vu.nl/~miltenburg/sounds/106573.mp3,48000.0,https://www.freesound.org/data/previews/106/106573_7037-hq.mp3,2304,106573,listeral.wav
Corsica_S,1,24,"A really strange FM patch that I made on my Nord Modular, he really has a mind of his own.",http://creativecommons.org/licenses/by/3.0/,fm funny glitch modular noise nord synth,https://www.freesound.org/people/Corsica_S/sounds/106571/,https://www.freesound.org/data/previews/106/106571_7037-hq.ogg,4.0,2,wav,3.81066666667,http://kyoto.let.vu.nl/~miltenburg/sounds/106571.mp3,48000.0,https://www.freesound.org/data/previews/106/106571_7037-hq.mp3,2304,106571,bellece.wav
Tomlija,6,24,"Closing the door of my good old car. Unprocessed. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,unprocessed car cinematic close closing door foley h4n sfx shut shutting slam slamming tomlija vehicle automobile zoom,https://www.freesound.org/people/Tomlija/sounds/106556/,https://www.freesound.org/data/previews/106/106556_1163166-hq.ogg,4.083333333333335,1,aif,1.22222916667,http://kyoto.let.vu.nl/~miltenburg/sounds/106556.mp3,48000.0,https://www.freesound.org/data/previews/106/106556_1163166-hq.mp3,1152,106556,car door shut.aif
Tomlija,4,24,"Closing the door of my good old car (sample no.2). Unprocessed. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,unprocessed cinematic close closing door foley h4n sfx shut shutting slam slamming tomlija zoom automobile vehicle car,https://www.freesound.org/people/Tomlija/sounds/106555/,https://www.freesound.org/data/previews/106/106555_1163166-hq.ogg,4.625,1,aif,0.947208333333,http://kyoto.let.vu.nl/~miltenburg/sounds/106555.mp3,48000.0,https://www.freesound.org/data/previews/106/106555_1163166-hq.mp3,1152,106555,car door shut 2.aif
Tomlija,2,24,"This is the a short sound excerpt recorded during the Belgrade Pride 2010. You can hear all types of different sounds made by about 500-750 people walking. Recorded with Zoom H4n. Please rate, comment and share. In case you download some of my sounds and use them in your audiovisual artwork, the only thing I ask from you is to let me know where and how they ended up. It would be a pleasure. Please feel free to send me a private message if you have any questions or suggestions. I really try to keep an open mind for everything. Thank you. Peace. Matt",http://creativecommons.org/licenses/by/3.0/,beograd srbija serbia cinematic crowd foley foot foot-steps footsteps gather gathering h4n indistinct large murmur noises people pride protest rally sfx shout shouting speak speaking steps street talk talking tomlija walk walking walla whistle whistles yell yelling belgrade zoom big chatter,https://www.freesound.org/people/Tomlija/sounds/106554/,https://www.freesound.org/data/previews/106/106554_1163166-hq.ogg,3.75,2,aif,46.7465416667,http://kyoto.let.vu.nl/~miltenburg/sounds/106554.mp3,48000.0,https://www.freesound.org/data/previews/106/106554_1163166-hq.mp3,2304,106554,"street rally walla (chatter, noises, whistles).aif"
dnewtonjr,0,16,"A machine punching tooth spaces in a band saw with a crank punch while the band coil is advancing. There is a pause where no punches are made. The machine is punching hundreds of teeth per minute.
Recorded with a Rode NT4 microphone and  the Edirol R44 recorder.",http://creativecommons.org/publicdomain/zero/1.0/,punch factory automatic saw-tooth machine,https://www.freesound.org/people/dnewtonjr/sounds/164009/,https://www.freesound.org/data/previews/164/164009_2800743-hq.ogg,0.0,2,wav,20.9939,http://kyoto.let.vu.nl/~miltenburg/sounds/164009.mp3,44100.0,https://www.freesound.org/data/previews/164/164009_2800743-hq.mp3,1378,164009,Toothing Machine.wav
dnewtonjr,1,16,Part of the turning cycle of an automatic screw machine making a small metal cylindrical part in a factory. Recorded with a Rode NT4 microphone and the Edirol R44 recorder. ,http://creativecommons.org/publicdomain/zero/1.0/,factory screw-machine automatic metal machine,https://www.freesound.org/people/dnewtonjr/sounds/164008/,https://www.freesound.org/data/previews/164/164008_2800743-hq.ogg,5.0,2,wav,40.0077,http://kyoto.let.vu.nl/~miltenburg/sounds/164008.mp3,44100.0,https://www.freesound.org/data/previews/164/164008_2800743-hq.mp3,1378,164008,CNC Machine 02.wav
DJ Chronos,9,0,"Little sound scape I compiled from some old audio experiments.

Before downloading please recognize that according to the ""Creative Commons Sampling Plus 1.0"" license you may:

1: sample, mash-up, or otherwise creatively transform this work for commercial or noncommercial purposes.

2:perform, display, and distribute copies of this whole work for noncommercial purposes (e.g., file-sharing or noncommercial webcasting).

However,
You must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work).

Please attribute my work under the name ""Daniel Oberbauer"".",http://creativecommons.org/licenses/by/3.0/,beat crunchy dark eerie heavy industrial machine machinery mechanical metal metallic overpowering overwhelming scary silent-hill slow,https://www.freesound.org/people/DJ%20Chronos/sounds/101752/,https://www.freesound.org/data/previews/101/101752_103319-hq.ogg,4.11111111111111,2,mp3,47.7007,http://kyoto.let.vu.nl/~miltenburg/sounds/101752.mp3,44100.0,https://www.freesound.org/data/previews/101/101752_103319-hq.mp3,1378,101752,heavyscape.mp3
